[26Jul2026 11:04:28.267] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--username, Axiinyaa, --version, 1.21.1, --gameDir, /home/axii/.local/share/PrismLauncher/instances/dode/minecraft, --assetsDir, /home/axii/.local/share/PrismLauncher/assets, --assetIndex, 17, --uuid, 47dc7b42911348d0bfae31b2b56bcaed, --accessToken, ❄❄❄❄❄❄❄❄, --userType, msa, --versionType, release, --fml.neoForgeVersion, 21.1.243, --fml.fmlVersion, 4.0.43, --fml.mcVersion, 1.21.1, --fml.neoFormVersion, 20240808.144430, --launchTarget, forgeclient, --width, 854, --height, 480]
[26Jul2026 11:04:28.269] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: JVM identified as Microsoft OpenJDK 64-Bit Server VM 21.0.7+6-LTS
[26Jul2026 11:04:28.270] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 11.0.5+main.901c6ea8 starting: java version 21.0.7 by Microsoft; OS Linux arch amd64 version 7.0.14-201.fc44.x86_64
[26Jul2026 11:04:28.409] [main/INFO] [Sodium-GraphicsAdapterProbe/]: Searching for graphics cards...
[26Jul2026 11:04:28.433] [main/INFO] [Sodium-GraphicsAdapterProbe/]: Found graphics adapter: LinuxPciAdapterInfo[vendor=AMD, name=Navi 22 [Radeon RX 6700/6700 XT/6750 XT / 6800M/6850M XT], pciVendorId=0x1002, pciDeviceId=0x73df]
[26Jul2026 11:04:28.436] [main/WARN] [Sodium-Workarounds/]: Sodium has applied one or more workarounds to prevent crashes or other issues on your system: [NO_ERROR_CONTEXT_UNSUPPORTED]
[26Jul2026 11:04:28.436] [main/WARN] [Sodium-Workarounds/]: This is not necessarily an issue, but it may result in certain features or optimizations being disabled. You can sometimes fix these issues by upgrading your graphics driver.
[26Jul2026 11:04:53.063] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=true,axis=z,axis_along_first=true,facing=west,positive=true'
[26Jul2026 11:04:53.063] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=false,axis=y,axis_along_first=true,facing=north,positive=false'
[26Jul2026 11:04:53.063] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=true,axis=x,axis_along_first=false,facing=down,positive=false'
[26Jul2026 11:04:53.063] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=true,axis=x,axis_along_first=true,facing=north,positive=false'
[26Jul2026 11:04:53.063] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=true,axis=x,axis_along_first=false,facing=up,positive=false'
[26Jul2026 11:04:53.063] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=true,axis=x,axis_along_first=true,facing=down,positive=true'
[26Jul2026 11:04:53.063] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=true,axis=y,axis_along_first=false,facing=south,positive=true'
[26Jul2026 11:04:53.063] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=true,axis=z,axis_along_first=true,facing=down,positive=true'
[26Jul2026 11:04:53.063] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=false,axis=y,axis_along_first=true,facing=west,positive=false'
[26Jul2026 11:04:53.063] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=true,axis=y,axis_along_first=false,facing=east,positive=false'
[26Jul2026 11:04:53.063] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=true,axis=z,axis_along_first=true,facing=east,positive=true'
[26Jul2026 11:04:53.063] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=false,axis=y,axis_along_first=false,facing=north,positive=false'
[26Jul2026 11:04:53.063] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=false,axis=x,axis_along_first=false,facing=north,positive=true'
[26Jul2026 11:04:53.063] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=false,axis=z,axis_along_first=true,facing=west,positive=false'
[26Jul2026 11:04:53.063] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=true,axis=z,axis_along_first=true,facing=up,positive=false'
[26Jul2026 11:04:53.063] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=false,axis=x,axis_along_first=true,facing=north,positive=true'
[26Jul2026 11:04:53.063] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=false,axis=x,axis_along_first=false,facing=down,positive=true'
[26Jul2026 11:04:53.063] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=true,axis=x,axis_along_first=true,facing=up,positive=true'
[26Jul2026 11:04:53.063] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=true,axis=z,axis_along_first=false,facing=east,positive=true'
[26Jul2026 11:04:53.063] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=true,axis=y,axis_along_first=true,facing=west,positive=false'
[26Jul2026 11:04:53.063] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=false,axis=x,axis_along_first=true,facing=up,positive=true'
[26Jul2026 11:04:53.063] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=false,axis=y,axis_along_first=false,facing=south,positive=false'
[26Jul2026 11:04:53.063] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=false,axis=z,axis_along_first=true,facing=up,positive=false'
[26Jul2026 11:04:53.063] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=false,axis=x,axis_along_first=false,facing=south,positive=true'
[26Jul2026 11:04:53.063] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=false,axis=z,axis_along_first=false,facing=west,positive=true'
[26Jul2026 11:04:53.063] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=true,axis=x,axis_along_first=true,facing=south,positive=true'
[26Jul2026 11:04:53.063] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=false,axis=x,axis_along_first=true,facing=south,positive=true'
[26Jul2026 11:04:53.063] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=true,axis=z,axis_along_first=false,facing=west,positive=true'
[26Jul2026 11:04:53.063] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=false,axis=y,axis_along_first=true,facing=west,positive=true'
[26Jul2026 11:04:53.063] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=true,axis=z,axis_along_first=true,facing=down,positive=false'
[26Jul2026 11:04:53.063] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=false,axis=y,axis_along_first=true,facing=south,positive=false'
[26Jul2026 11:04:53.063] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=false,axis=x,axis_along_first=false,facing=up,positive=false'
[26Jul2026 11:04:53.064] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=false,axis=y,axis_along_first=true,facing=east,positive=true'
[26Jul2026 11:04:53.064] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=true,axis=z,axis_along_first=false,facing=east,positive=false'
[26Jul2026 11:04:53.064] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=false,axis=x,axis_along_first=false,facing=up,positive=true'
[26Jul2026 11:04:53.064] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=false,axis=z,axis_along_first=true,facing=east,positive=false'
[26Jul2026 11:04:53.064] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=true,axis=y,axis_along_first=true,facing=west,positive=true'
[26Jul2026 11:04:53.064] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=true,axis=y,axis_along_first=true,facing=north,positive=true'
[26Jul2026 11:04:53.064] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=false,axis=y,axis_along_first=false,facing=north,positive=true'
[26Jul2026 11:04:53.064] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=true,axis=y,axis_along_first=true,facing=north,positive=false'
[26Jul2026 11:04:53.064] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=true,axis=x,axis_along_first=true,facing=south,positive=false'
[26Jul2026 11:04:53.064] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=false,axis=y,axis_along_first=false,facing=east,positive=true'
[26Jul2026 11:04:53.064] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=true,axis=y,axis_along_first=false,facing=east,positive=true'
[26Jul2026 11:04:53.064] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=true,axis=x,axis_along_first=false,facing=south,positive=false'
[26Jul2026 11:04:53.064] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=false,axis=z,axis_along_first=false,facing=down,positive=false'
[26Jul2026 11:04:53.064] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=false,axis=x,axis_along_first=true,facing=up,positive=false'
[26Jul2026 11:04:53.064] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=false,axis=y,axis_along_first=true,facing=north,positive=true'
[26Jul2026 11:04:53.064] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=false,axis=z,axis_along_first=true,facing=down,positive=false'
[26Jul2026 11:04:53.064] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=true,axis=y,axis_along_first=false,facing=west,positive=true'
[26Jul2026 11:04:53.064] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=false,axis=x,axis_along_first=false,facing=south,positive=false'
[26Jul2026 11:04:53.064] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=false,axis=x,axis_along_first=true,facing=down,positive=false'
[26Jul2026 11:04:53.064] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=true,axis=x,axis_along_first=true,facing=down,positive=false'
[26Jul2026 11:04:53.064] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=false,axis=z,axis_along_first=true,facing=west,positive=true'
[26Jul2026 11:04:53.064] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=false,axis=x,axis_along_first=true,facing=south,positive=false'
[26Jul2026 11:04:53.064] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=false,axis=y,axis_along_first=false,facing=west,positive=false'
[26Jul2026 11:04:53.064] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=true,axis=z,axis_along_first=true,facing=up,positive=true'
[26Jul2026 11:04:53.064] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=true,axis=y,axis_along_first=true,facing=east,positive=true'
[26Jul2026 11:04:53.064] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=false,axis=x,axis_along_first=false,facing=north,positive=false'
[26Jul2026 11:04:53.064] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=false,axis=z,axis_along_first=true,facing=up,positive=true'
[26Jul2026 11:04:53.064] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=true,axis=y,axis_along_first=false,facing=south,positive=false'
[26Jul2026 11:04:53.064] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=false,axis=z,axis_along_first=false,facing=up,positive=true'
[26Jul2026 11:04:53.064] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=true,axis=x,axis_along_first=true,facing=up,positive=false'
[26Jul2026 11:04:53.064] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=true,axis=x,axis_along_first=false,facing=north,positive=true'
[26Jul2026 11:04:53.064] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=true,axis=x,axis_along_first=false,facing=south,positive=true'
[26Jul2026 11:04:53.064] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=true,axis=z,axis_along_first=false,facing=down,positive=false'
[26Jul2026 11:04:53.064] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=false,axis=z,axis_along_first=false,facing=east,positive=false'
[26Jul2026 11:04:53.064] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=true,axis=y,axis_along_first=true,facing=south,positive=false'
[26Jul2026 11:04:53.064] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=true,axis=z,axis_along_first=true,facing=east,positive=false'
[26Jul2026 11:04:53.064] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=false,axis=x,axis_along_first=true,facing=north,positive=false'
[26Jul2026 11:04:53.064] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=false,axis=z,axis_along_first=false,facing=up,positive=false'
[26Jul2026 11:04:53.064] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=true,axis=z,axis_along_first=false,facing=west,positive=false'
[26Jul2026 11:04:53.064] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/advanced_tilt_adapter.json' missing model for variant: 'createpropulsion:advanced_tilt_adapter#aligned_x=true,axis=y,axis_along_first=false,facing=north,positive=false'
[26Jul2026 11:04:53.084] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/coral.json' missing model for variant: 'createpropulsion:coral#level=5'
[26Jul2026 11:04:53.084] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/coral.json' missing model for variant: 'createpropulsion:coral#level=6'
[26Jul2026 11:04:53.084] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/coral.json' missing model for variant: 'createpropulsion:coral#level=3'
[26Jul2026 11:04:53.084] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/coral.json' missing model for variant: 'createpropulsion:coral#level=4'
[26Jul2026 11:04:53.084] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/coral.json' missing model for variant: 'createpropulsion:coral#level=1'
[26Jul2026 11:04:53.084] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/coral.json' missing model for variant: 'createpropulsion:coral#level=2'
[26Jul2026 11:04:53.084] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/coral.json' missing model for variant: 'createpropulsion:coral#level=0'
[26Jul2026 11:04:53.084] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/coral.json' missing model for variant: 'createpropulsion:coral#level=14'
[26Jul2026 11:04:53.084] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/coral.json' missing model for variant: 'createpropulsion:coral#level=15'
[26Jul2026 11:04:53.084] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/coral.json' missing model for variant: 'createpropulsion:coral#level=12'
[26Jul2026 11:04:53.084] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/coral.json' missing model for variant: 'createpropulsion:coral#level=13'
[26Jul2026 11:04:53.084] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/coral.json' missing model for variant: 'createpropulsion:coral#level=9'
[26Jul2026 11:04:53.084] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/coral.json' missing model for variant: 'createpropulsion:coral#level=10'
[26Jul2026 11:04:53.084] [Worker-Main-7/WARN] [net.minecraft.client.resources.model.BlockStateModelLoader/]: Exception loading blockstate definition: 'createpropulsion:blockstates/coral.json' missing model for variant: 'createpropulsion:coral#level=11'
